id,Masa,Longitud_tarso,Longitud_ala,Longitud_pico,Longitud_pluma_interior_de_la_cola,Longitud_pluma_exterior_de_la_cola,target
2014-10-19-D06,74.2,NA,NA,NA,NA,NA,63
2014-10-19-D13,55.3,NA,NA,NA,NA,NA,62
2014-10-19-E14,92.6,34.9,91,15.4,34.5,38,54
2014-10-19-H09,86.1,NA,NA,NA,NA,NA,60
2014-10-20-A09,75.2,31.1,86.5,14.4,28.5,33.5,61
2014-10-20-B05,94.4,31.5,114,14.1,44.5,53,64
2014-10-20-B13,93.2,NA,NA,NA,NA,NA,53
2014-10-20-C02,76.8,30.2,135,14.8,NA,62.5,64
2014-10-20-D05,57.9,NA,NA,NA,NA,NA,58
2014-10-20-D06,76.4,33.7,114,15.3,35,67.5,64
2014-10-20-D13,59.6,NA,NA,NA,NA,NA,63
2014-10-20-E14,87,NA,NA,NA,NA,NA,55
2014-10-20-H09,85.5,34.9,111,15.7,37,46,61
2014-10-21-A09,69.9,NA,NA,NA,NA,NA,62
2014-10-21-B05,98.3,NA,NA,NA,NA,NA,65
2014-10-21-B13,96.8,NA,NA,NA,NA,NA,54
2014-10-21-C02,79.3,NA,NA,NA,NA,NA,65
2014-10-21-D05,58.6,NA,NA,NA,NA,NA,59
2014-10-21-D06,72.5,NA,NA,NA,NA,NA,65
2014-10-21-D13,54.7,30.9,127,15,47.5,57,64
2014-10-21-E14,88.6,NA,NA,NA,NA,NA,56
2014-10-21-H09,78.2,NA,NA,NA,NA,NA,62
2014-10-22-A09,70.9,NA,NA,NA,NA,NA,63
2014-10-22-B05,98.6,NA,NA,NA,NA,NA,66
2014-10-22-B13,89.6,33,112.5,15.8,46,42.5,55
2014-10-22-C02,77.5,NA,NA,NA,NA,NA,66
2014-10-22-D05,55.6,32.6,119.5,15.5,46,55,60
2014-10-22-D06,69.3,NA,NA,NA,NA,NA,66
2014-10-22-D13,57,NA,NA,NA,NA,NA,65
2014-10-22-E14,83,34.5,103,15.7,40.5,45,57
2014-10-22-H09,78.7,NA,NA,NA,NA,NA,63
2014-10-23-A09,71.1,31.3,97,14.6,34,42,64
2014-10-23-B05,102.5,32.5,125,14.8,51,63.5,67
2014-10-23-B13,100.9,NA,NA,NA,NA,NA,56
2014-10-23-C02,83.5,30.6,143.5,15,54,67,67
2014-10-23-D05,53.7,NA,NA,NA,NA,NA,61
2014-10-23-D06,74.2,34.3,120,15.9,41,48,67
2014-10-23-D13,53.6,NA,NA,NA,NA,NA,66
2014-10-23-E14,86.2,NA,NA,NA,NA,NA,58
2014-10-23-H09,92.2,34.9,122,15.8,46,52,64
2014-10-24-A09,73.3,NA,NA,NA,NA,NA,65
2014-10-24-B05,98.2,NA,NA,NA,NA,NA,68
2014-10-24-B13,102.2,NA,NA,NA,NA,NA,57
2014-10-24-C02,77.2,NA,NA,NA,NA,NA,68
2014-10-24-D05,58.4,NA,NA,NA,NA,NA,62
2014-10-24-D06,69.9,NA,NA,NA,NA,NA,68
2014-10-24-D13,54.6,31.8,138,15.4,52.5,62,67
2014-10-24-E14,91.8,NA,NA,NA,NA,NA,59
2014-10-24-H09,89.6,NA,NA,NA,NA,NA,65
2014-10-25-A09,73.4,NA,NA,NA,NA,NA,66
2014-10-25-B05,102.2,NA,NA,NA,NA,NA,69
2014-10-25-B13,99.9,33.2,124.5,16.2,52,49,58
2014-10-25-C02,77.7,NA,NA,NA,NA,NA,69
2014-10-25-D05,55.7,32.5,131,15.4,49,57,63
2014-10-25-D06,67.3,NA,NA,NA,NA,NA,69
2014-10-25-D13,55.6,NA,NA,NA,NA,NA,68
2014-10-25-E14,87.1,35,114.5,16,46.5,50,60
2014-10-25-H09,91.1,NA,NA,NA,NA,NA,66
2014-10-26-A09,74.1,31.5,108,14.8,39,45,67
2014-10-26-B05,95.1,31.9,142,15,53,65.5,70
2014-10-26-B13,91.1,NA,NA,NA,NA,NA,59
2014-10-26-C02,79.2,30.5,155,15,55.5,73,70
2014-10-26-D05,53.5,NA,NA,NA,NA,NA,64
2014-10-26-D06,65.3,34,131,16,41,54,70
2014-10-26-D13,52.1,NA,NA,NA,NA,NA,69
2014-10-26-E14,92.2,NA,NA,NA,NA,NA,61
2014-10-26-H09,100.7,34.9,138,16.2,49.5,59,67
2014-10-27-A09,68.8,NA,NA,NA,NA,NA,68
2014-10-27-B05,99.8,NA,NA,NA,NA,NA,71
2014-10-27-B13,92.4,NA,NA,NA,NA,NA,60
2014-10-27-C02,73.7,NA,NA,NA,NA,NA,71
2014-10-27-D05,57,NA,NA,NA,NA,NA,65
2014-10-27-D06,74.5,NA,NA,NA,NA,NA,71
2014-10-27-D13,55.8,31.6,145,15.3,54,66,70
2014-10-27-E14,99.1,NA,NA,NA,NA,NA,62
2014-10-27-H09,96.7,NA,NA,NA,NA,NA,68
2014-10-28-A09,76,NA,NA,NA,NA,NA,69
2014-10-28-B05,93.2,NA,NA,NA,NA,NA,72
2014-10-28-B13,93.4,33.2,131.5,16.2,52.5,56,61
2014-10-28-C02,69.8,NA,NA,NA,NA,NA,72
2014-10-28-D05,53.9,32.8,133,15.5,53.5,65.5,66
2014-10-28-D06,75.3,NA,NA,NA,NA,NA,72
2014-10-28-D13,52.5,NA,NA,NA,NA,NA,71
2014-10-28-E14,92.3,34.4,125.5,15.9,49.5,59,63
2014-10-28-H09,93,NA,NA,NA,NA,NA,69
2014-10-29-A09,77.6,31.1,124,14.8,45,53,70
2014-10-29-B05,95.1,31.5,152,14.9,56,73,73
2014-10-29-B13,100.3,NA,NA,NA,NA,NA,62
2014-10-29-C02,66.9,30.4,163,15.1,54,75,73
2014-10-29-D05,52.3,NA,NA,NA,NA,NA,67
2014-10-29-D06,70.1,33.8,139,15.6,48.5,58.5,73
2014-10-29-D13,57.5,NA,NA,NA,NA,NA,72
2014-10-29-E14,86.4,NA,NA,NA,NA,NA,64
2014-10-29-H09,86.5,34.5,148,15.8,51,61,70
2014-10-30-A09,72.5,NA,NA,NA,NA,NA,71
2014-10-30-B05,89.5,NA,NA,NA,NA,NA,74
2014-10-30-B13,96.3,NA,NA,NA,NA,NA,63
2014-10-30-C02,64.3,NA,NA,NA,NA,NA,74
2014-10-30-D05,50.4,NA,NA,NA,NA,NA,68
2014-10-30-D06,73.4,NA,NA,NA,NA,NA,74
2014-10-30-D13,54.9,31.5,152,15.3,54.5,71,73
2014-10-30-E14,96.9,NA,NA,NA,NA,NA,65
2014-10-30-H09,89.4,NA,NA,NA,NA,NA,71
2014-10-31-A09,76.2,NA,NA,NA,NA,NA,72
2014-10-31-B05,89.2,NA,NA,NA,NA,NA,75
2014-10-31-B13,91.5,33.1,146.5,15.8,58.5,65,64
2014-10-31-C02,61.5,NA,NA,NA,NA,NA,75
2014-10-31-D05,57.9,32.7,140,15.1,53.5,68,69
2014-10-31-D06,73.9,NA,NA,NA,NA,NA,75
2014-10-31-D13,51.6,NA,NA,NA,NA,NA,74
2014-10-31-E14,91,34.6,133.5,15.4,49.5,63,66
2014-10-31-H09,98.3,NA,NA,NA,NA,NA,72
2014-11-01-A09,80.3,31.4,133,14.7,50,62,73
2014-11-01-B05,84.7,31.7,157,15.2,58,81.5,76
2014-11-01-B13,100.4,NA,NA,NA,NA,NA,65
2014-11-01-C02,58.7,30.6,167,14.7,54.5,76.5,76
2014-11-01-D05,54,NA,NA,NA,NA,NA,70
2014-11-01-D06,69.9,34,147,15.7,48.5,61,76
2014-11-01-D13,49.6,NA,NA,NA,NA,NA,75
2014-11-01-E14,84.7,NA,NA,NA,NA,NA,67
2014-11-01-H09,104.4,34.7,155,15.8,55,70,73
2014-11-02-A09,81.5,NA,NA,NA,NA,NA,74
2014-11-02-B05,79.8,NA,NA,NA,NA,NA,77
2014-11-02-B13,91.5,NA,NA,NA,NA,NA,66
2014-11-02-D05,58.1,NA,NA,NA,NA,NA,71
2014-11-02-D06,72.3,NA,NA,NA,NA,NA,77
2014-11-02-D13,56.1,31.2,154,15,57,75.5,76
2014-11-02-E14,104.8,NA,NA,NA,NA,NA,68
2014-11-02-H09,100.8,NA,NA,NA,NA,NA,74
2014-11-03-A09,79.2,NA,NA,NA,NA,NA,75
2014-11-03-B05,75.8,NA,NA,NA,NA,NA,78
2014-11-03-B13,93.5,33.5,158,16.1,61,70.5,67
2014-11-03-D05,55,32.5,143.5,15.2,51,68.5,72
2014-11-03-D06,68.2,NA,NA,NA,NA,NA,78
2014-11-03-D13,57.5,NA,NA,NA,NA,NA,78
2014-11-03-E14,99.8,34.9,147,15.8,55,70.5,69
2014-11-03-H09,101.2,NA,NA,NA,NA,NA,75
2014-11-04-A09,73.1,31.5,146.5,14.7,53.5,77,76
2014-11-04-B05,73.7,31.5,168.5,15,63,81.5,79
2014-11-04-B13,84.9,NA,NA,NA,NA,NA,68
2014-11-04-D05,52.1,NA,NA,NA,NA,NA,73
2014-11-04-D06,65.1,33.7,152,15.8,50.5,68,79
2014-11-04-D13,52.7,NA,NA,NA,NA,NA,79
2014-11-04-E14,93,NA,NA,NA,NA,NA,70
2014-11-04-H09,95.2,35.2,165.5,15.7,56.5,78.5,76
2014-11-05-A09,77,NA,NA,NA,NA,NA,77
2014-11-05-B05,70.4,NA,NA,NA,NA,NA,80
2014-11-05-B13,88.8,NA,NA,NA,NA,NA,69
2014-11-05-D05,50.7,NA,NA,NA,NA,NA,74
2014-11-05-D06,62.6,NA,NA,NA,NA,NA,80
2014-11-05-D13,64.7,31.4,161,15.2,54.5,76.5,80
2014-11-05-E14,88.4,NA,NA,NA,NA,NA,71
2014-11-05-H09,90.2,NA,NA,NA,NA,NA,77
2014-11-06-A09,72.3,NA,NA,NA,NA,NA,78
2014-11-06-B05,67.6,NA,NA,NA,NA,NA,81
2014-11-06-B13,84,33.3,165,15.8,58,75,70
2014-11-06-D05,49,32.5,150,15.4,57,74.5,75
2014-11-06-D06,60.5,NA,NA,NA,NA,NA,81
2014-11-06-D13,59.5,NA,NA,NA,NA,NA,81
2014-11-06-E14,83.5,34.1,153.5,15.6,56,76,72
2014-11-06-H09,88.2,NA,NA,NA,NA,NA,78
2014-11-07-A09,78.3,31.5,155,15.3,54.5,69.5,79
2014-11-07-B05,64.8,31.7,168,15,58.5,84.5,82
2014-11-07-B13,78.9,NA,NA,NA,NA,NA,71
2014-11-07-D05,47,NA,NA,NA,NA,NA,76
2014-11-07-D06,58.5,33.6,159,15.7,54.5,75,82
2014-11-07-D13,63.2,NA,NA,NA,NA,NA,82
2014-11-07-E14,80.9,NA,NA,NA,NA,NA,73
2014-11-07-H09,84,34.6,174.5,16,54.5,79,79
2014-11-08-A09,86.8,NA,NA,NA,NA,NA,80
2014-11-08-B13,81.1,NA,NA,NA,NA,NA,72
2014-11-08-D05,54,NA,NA,NA,NA,NA,77
2014-11-08-D06,62.7,NA,NA,NA,NA,NA,83
2014-11-08-D13,64.1,31.5,164,15.1,55.5,78.5,83
2014-11-08-E14,77.4,NA,NA,NA,NA,NA,74
2014-11-08-H09,84.7,NA,NA,NA,NA,NA,80
2014-11-09-A09,79.5,NA,NA,NA,NA,NA,81
2014-11-09-B13,77.4,33.5,172.5,16.1,61.5,84.5,73
2014-11-09-D05,55.3,33.2,153.5,15.3,55,77.5,78
2014-11-09-D06,63.7,NA,NA,NA,NA,NA,84
2014-11-09-D13,60.6,NA,NA,NA,NA,NA,84
2014-11-09-E14,74.5,34.8,161.5,16.1,55,82,75
2014-11-09-H09,85.9,NA,NA,NA,NA,NA,81
2014-11-10-A09,77.3,31.2,162,15.1,56.5,74,82
2014-11-10-B13,73.6,NA,NA,NA,NA,NA,74
2014-11-10-D05,51.8,NA,NA,NA,NA,NA,79
2014-11-10-D06,65,33.9,161.5,15.7,55.5,77.5,85
2014-11-10-D13,64.2,NA,NA,NA,NA,NA,85
2014-11-10-E14,72,NA,NA,NA,NA,NA,76
2014-11-10-H09,81.7,35.2,175.5,15.7,56.5,84,82
2014-11-11-A09,72.6,NA,NA,NA,NA,NA,83
2014-11-11-B13,75.2,NA,NA,NA,NA,NA,75
2014-11-11-D05,50,NA,NA,NA,NA,NA,80
2014-11-11-D06,61.1,NA,NA,NA,NA,NA,86
2014-11-11-D13,65,31.5,165.5,15.2,53,76.5,86
2014-11-11-E14,68.5,NA,NA,NA,NA,NA,77
2014-11-11-H09,78.4,NA,NA,NA,NA,NA,83
2014-11-12-A09,68.8,NA,NA,NA,NA,NA,84
2014-11-12-B13,71.1,33,175.5,15.9,60.5,87.5,76
2014-11-12-D05,52.7,32.4,158,15.3,57,79,81
2014-11-12-D13,63.5,NA,NA,NA,NA,NA,87
2014-11-12-E14,65.6,34.9,165.5,15.9,56.5,80.5,78
2014-11-12-H09,74.3,NA,NA,NA,NA,NA,84
2014-11-13-A09,65.6,31.3,167,14.8,56,76,85
2014-11-13-D05,50.6,NA,NA,NA,NA,NA,82
2014-11-13-H09,70.3,34.8,177,16,56,85.5,85
2014-11-14-A09,63,NA,NA,NA,NA,NA,86
2014-11-14-D05,57,NA,NA,NA,NA,NA,83
2014-11-14-H09,67.4,NA,NA,NA,NA,NA,86
2014-11-15-A09,60.1,NA,NA,NA,NA,NA,87
2014-11-15-D05,53.6,32.4,163,15.3,54,78,84
2014-11-16-D05,60.4,NA,NA,NA,NA,NA,85
2014-11-17-D05,56.8,NA,NA,NA,NA,NA,86
2014-11-18-D05,61.9,32.5,168,15.3,57.5,82.5,87
2014-11-19-D05,58.9,NA,NA,NA,NA,NA,88
2017-08-25-A09,10.2,13.6,NA,8.3,NA,NA,1
2017-08-28-A09,17.6,14.2,11,9.6,NA,NA,4
2017-08-29-A09,18.5,NA,NA,NA,NA,NA,5
2017-08-30-A09,23.7,NA,NA,NA,NA,NA,6
2017-08-31-A09,22.9,15.1,17,9.6,NA,NA,7
2017-09-05-A09,28.3,NA,NA,NA,NA,NA,12
2017-09-06-A09,32.7,18.5,18,11.4,NA,NA,13
2017-09-07-A09,33.1,NA,NA,NA,NA,NA,14
2017-09-08-A09,39.4,NA,NA,NA,NA,NA,15
2017-09-09-A09,43.6,21.2,21,11.7,NA,NA,16
2017-09-10-A09,40.5,NA,NA,NA,NA,NA,17
2017-09-11-A09,44.1,NA,NA,NA,NA,NA,18
2017-09-12-A09,46.6,22.5,23,12.5,NA,NA,19
2017-09-13-A09,48.7,NA,NA,NA,NA,NA,20
2017-09-14-A09,44.2,NA,NA,NA,NA,NA,21
2017-09-16-A09,54,25,35,13.5,NA,NA,23
2017-09-17-A09,55.6,NA,NA,NA,NA,NA,24
2017-09-18-A09,50.5,26.6,34,13.8,NA,NA,25
2017-09-20-A09,58.5,NA,NA,NA,NA,NA,27
2017-09-22-A09,65.2,28,41,14,NA,NA,29
2017-09-23-A09,58.2,NA,NA,NA,NA,NA,30
2017-09-24-A09,66.1,29,46,14.4,NA,NA,31
2017-09-25-A09,60,NA,NA,NA,NA,NA,32
2017-09-26-A09,65.2,NA,NA,NA,NA,NA,33
2017-09-28-A09,71,30.9,61,14.6,NA,NA,35
2017-09-30-A09,66.9,31,65,14.9,NA,NA,37
2017-10-01-A09,67.9,NA,NA,NA,NA,NA,38
2017-10-02-A09,65.7,NA,NA,NA,NA,NA,39
2017-10-03-A09,64.4,31.3,72,15.2,NA,NA,40
2017-10-04-A09,59.1,NA,NA,NA,NA,NA,41
2017-10-05-A09,68.2,NA,NA,NA,NA,NA,42
2017-10-06-A09,61.2,31.8,78,15.6,NA,NA,43
2017-10-07-A09,66.8,NA,NA,NA,NA,NA,44
2017-10-09-A09,70.5,32,89,15.6,NA,NA,46
2017-10-11-A09,68.4,NA,NA,NA,NA,NA,48
2017-10-12-A09,70.3,32.2,98,16,35,40,49
2017-10-13-A09,70,NA,NA,NA,NA,NA,50
2017-10-15-A09,73.6,32,112,16,39,44,52
2017-10-17-A09,68.7,NA,NA,NA,NA,NA,54
2017-10-18-A09,67.4,32,119,15.8,51,55,55
2017-10-19-A09,67.9,NA,NA,NA,NA,NA,56
2017-10-20-A09,68.7,NA,NA,NA,NA,NA,57
2017-10-21-A09,72.5,32.1,135,16,52,62,58
2017-10-22-A09,69.3,NA,NA,NA,NA,NA,59
2017-10-23-A09,73.3,NA,NA,NA,NA,NA,60
2017-10-24-A09,77.4,31.6,144,16,53,67,61
2017-10-26-A09,76.4,32.3,151,15.5,56,71,63
2017-10-27-A09,74.8,32.1,165,15.5,57,72,64
2017-10-28-A09,72.8,NA,NA,NA,NA,NA,65
2017-10-30-A09,75.8,31.8,163,16,59,77,67
2017-10-31-A09,68.3,NA,NA,NA,NA,NA,68
2017-11-01-A09,72,NA,NA,NA,NA,NA,69
2017-11-05-A09,64,32.2,175,15.6,59,85,73
